search_id,user_id,search_query,searched_movie_id,clicked_movie_id,search_timestamp,result_rank
844,116,Walkabout,1419,,2026-04-28 14:40:41,7
845,116,Logan,168252,,2026-07-15 20:42:34,9
846,116,Fantasia,1282,1282.0,2025-10-16 11:23:29,4
847,116,Penguins of Madagascar,117851,,2026-01-04 11:44:27,6
848,116,Aladdin,588,588.0,2026-02-03 02:00:33,1
849,116,Fargo,608,,2026-06-24 21:19:25,5
850,116,Office Space,2502,,2026-05-14 18:06:11,10
851,116,"League of Extraordinary Gentlemen, The",6541,6541.0,2026-01-27 07:11:43,10
852,116,"Truman Show, The",1682,,2026-01-18 22:06:11,5
853,117,No Way Out,3505,3505.0,2025-11-18 21:26:49,1
854,117,Robin Hood: Men in Tights,520,520.0,2025-12-26 12:37:06,3
855,117,"Da Vinci Code, The",45447,45447.0,2026-04-25 11:34:47,4
856,117,Rogue One: A Star Wars Story,166528,166528.0,2026-02-27 05:13:01,2
857,117,What Lies Beneath,3798,,2026-05-05 02:47:19,10
858,117,"Last Samurai, The",7143,7143.0,2026-05-31 23:49:17,8
859,117,Bowfinger,2770,,2026-05-25 10:02:25,4
860,118,Machete,80219,,2025-10-19 15:04:08,6
861,118,Meet Dave,60516,,2025-09-24 02:06:08,5
862,118,Love and Basketball,3554,,2026-02-12 11:04:57,5
863,118,8 1/2,1251,,2026-02-13 22:17:24,10
864,118,Tombstone,553,553.0,2025-09-11 02:43:51,3
865,118,Muriel's Wedding,342,,2025-12-06 07:00:07,4
866,118,"Dude, Where's My Car?",4015,,2025-11-19 00:26:12,10
867,118,Sister Act,3247,,2026-01-03 19:30:40,8
868,118,"Center of the World, The",4256,,2025-10-30 06:57:29,9
869,118,Desk Set,6970,,2026-02-17 10:19:55,5
870,118,My Bodyguard,2240,2240.0,2026-02-02 09:48:19,3
871,119,Harry Potter and the Goblet of Fire,40815,40815.0,2026-01-28 04:49:04,3
872,119,"Paper, The",371,371.0,2026-07-27 20:25:26,4
873,119,Ocean's Eleven,4963,4963.0,2026-02-24 12:26:52,1
874,119,Dumb & Dumber,231,231.0,2026-04-03 13:09:47,6
875,120,"Grapes of Wrath, The",3095,3095.0,2025-12-06 07:58:27,7
876,120,Airplane!,2791,,2026-08-03 16:27:50,6
877,120,Monty Python Live at the Hollywood Bowl,6104,,2026-03-31 00:09:47,10
878,120,"Lord of the Rings: The Fellowship of the Ring, The",4993,4993.0,2026-01-31 10:51:37,2
879,120,"Lord of the Rings: The Return of the King, The",7153,,2025-10-29 14:47:16,9
880,121,"Three Billboards Outside Ebbing, Missouri",177593,,2026-04-22 05:08:51,8
881,121,Star Trek: Generations,329,329.0,2026-07-23 06:27:00,7
882,121,Mortal Kombat: Annihilation,1681,,2026-06-27 08:48:12,5
883,122,Sabrina,7,,2026-07-10 16:47:32,8
884,122,Three Men and a Baby,5308,5308.0,2026-07-23 01:28:42,1
885,122,Lara Croft: Tomb Raider,4367,,2025-11-27 02:48:34,8
886,122,"Matrix Revolutions, The",6934,6934.0,2026-08-07 12:20:40,4
887,122,I.Q.,252,252.0,2026-05-28 04:47:15,3
888,123,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",41566,41566.0,2025-09-17 12:41:48,2
889,123,Forrest Gump,356,356.0,2026-03-06 23:58:20,6
890,123,Léon: The Professional,293,,2025-11-25 13:04:17,7
891,123,"Sex, Lies, and Videotape",1186,1186.0,2026-08-25 11:36:31,6
892,123,Mary Shelley's Frankenstein,273,273.0,2026-02-04 18:06:22,8
893,123,"Doors, The",1093,1093.0,2025-11-02 17:38:07,7
894,123,Gandhi,1293,,2025-09-16 00:27:44,8
895,123,Inception,79132,,2026-06-21 18:50:12,7
896,123,Willy Wonka & the Chocolate Factory,1073,1073.0,2025-10-11 15:52:07,9
897,123,Braveheart,110,110.0,2026-02-07 00:16:42,3
898,123,Black Hawk Down,5010,5010.0,2026-01-11 06:57:01,6
899,123,Mystic River,6870,,2026-03-26 17:08:52,10
900,123,Troop Beverly Hills,4676,4676.0,2026-03-26 21:48:29,4
901,123,Buffy the Vampire Slayer,3264,3264.0,2026-08-06 07:11:01,2
902,124,Star Trek: The Motion Picture,1371,,2026-04-20 19:43:21,6
903,124,Cliffhanger,434,,2026-08-15 18:03:12,7
904,124,"Gods Must Be Crazy II, The",2151,2151.0,2026-04-12 14:37:11,2
905,124,Little Man Tate,4787,,2025-12-30 21:08:01,9
906,125,Toy Story,1,,2025-12-10 02:42:22,10
907,125,Anything Else,6750,,2025-11-21 21:21:13,6
908,125,Dumb & Dumber,231,231.0,2025-12-05 05:02:43,2
909,125,Witness,1674,1674.0,2026-02-15 04:46:47,9
910,125,"Dark Knight Rises, The",91529,,2025-12-17 16:52:25,9
911,125,"Seventh Seal, The",1237,1237.0,2026-08-20 14:53:29,2
912,125,Sin City,32587,32587.0,2026-02-14 11:50:55,3
913,125,"Social Network, The",80463,,2026-04-28 10:14:47,8
914,125,National Lampoon's Senior Trip,325,325.0,2026-03-28 09:25:59,10
915,126,Doctor Zhivago,2067,,2026-07-13 23:10:10,9
916,126,Heat,6,6.0,2025-10-06 07:09:51,7
917,126,Slumdog Millionaire,63082,,2025-11-08 14:21:18,5
918,126,"Bourne Supremacy, The",8665,8665.0,2026-01-16 08:04:33,1
919,126,"Hobbit: An Unexpected Journey, The",98809,98809.0,2025-11-28 05:36:46,9
920,126,Hotel Rwanda,30749,30749.0,2025-11-21 05:40:20,5
921,126,Mulan,1907,,2025-10-02 15:25:14,7
922,126,"Karate Kid, Part III, The",2422,2422.0,2026-02-10 15:34:21,2
923,126,Bridget Jones: The Edge of Reason,8969,8969.0,2025-12-26 06:41:54,9
924,126,Surviving Christmas,8946,8946.0,2025-10-22 10:25:10,2
925,126,Apt Pupil,2320,2320.0,2026-03-01 12:25:17,2
926,126,Rashomon,5291,,2026-06-23 11:13:59,6
927,126,Homeward Bound: The Incredible Journey,1015,,2026-06-24 21:44:45,7
928,127,"Jerk, The",2109,,2026-02-27 22:52:42,8
929,127,"Passion of the Christ, The",7318,,2026-01-21 21:51:36,6
930,128,"Cruel Romance, A",5889,5889.0,2026-08-05 20:46:29,6
931,128,Harry Potter and the Half-Blood Prince,69844,69844.0,2026-05-01 15:22:23,3
932,128,Stranger than Fiction,46976,,2026-06-10 17:52:11,6
933,128,Once Upon a Time in America,1227,,2026-04-21 18:26:25,5
934,128,"English Patient, The",1183,1183.0,2025-12-31 21:43:03,6
935,129,Bad Boys II,6548,6548.0,2026-05-26 18:23:44,10
936,129,Intolerance: Love's Struggle Throughout the Ages,7243,,2025-12-05 08:46:15,6
937,129,Horrors of Spider Island,4051,,2026-06-15 01:14:07,8
938,129,Gran Torino,64614,,2026-08-03 03:55:12,10
939,129,"Ring, The",5679,5679.0,2025-09-27 08:09:10,4
940,129,Amadeus,1225,1225.0,2026-06-29 14:03:34,1
941,130,"Bucket List, The",56587,56587.0,2026-06-03 00:49:42,6
942,130,"Incredibles, The",8961,8961.0,2026-07-24 11:05:46,9
943,130,Full Metal Jacket,1222,1222.0,2025-12-18 17:17:42,5
944,130,Hidalgo,7324,7324.0,2026-05-22 03:46:44,7
945,130,"Nightmare on Elm Street 2: Freddy's Revenge, A",1969,,2026-04-10 13:19:07,5
946,130,Ant-Man,122900,122900.0,2026-01-24 15:30:38,3
947,130,Leap Year,73319,73319.0,2026-08-24 10:54:57,1
948,130,Indiana Jones and the Last Crusade,1291,1291.0,2025-12-07 08:34:09,6
949,130,Shutter Island,74458,,2026-03-16 06:09:57,9
950,130,Spy Kids,4232,,2026-04-01 08:22:31,7
951,131,Divergent,108190,108190.0,2026-04-23 10:58:51,9
952,131,Ghost Dog: The Way of the Samurai,3328,3328.0,2026-03-25 21:34:51,4
953,131,Edge of Tomorrow,111759,111759.0,2026-01-07 11:48:42,6
954,131,Willy Wonka & the Chocolate Factory,1073,1073.0,2026-08-10 14:49:34,7
955,132,Hot Rod,54256,54256.0,2026-02-28 17:07:03,3
956,132,Block Party,43708,,2026-03-28 07:52:15,8
957,132,Snow White and the Seven Dwarfs,594,594.0,2026-01-03 14:41:14,1
958,132,"Adjustment Bureau, The",84954,,2026-01-27 15:33:07,8
959,132,Red Dawn,3441,,2026-04-04 11:18:59,9
960,132,"Pianist, The",5995,5995.0,2026-04-20 19:36:22,2
961,132,Serendipity,4823,4823.0,2026-07-18 07:17:26,8
962,132,Ernest & Célestine,108540,108540.0,2025-10-18 21:57:01,2
963,132,Being John Malkovich,2997,,2025-10-22 21:22:43,5
964,132,Twins,4558,,2026-05-11 19:16:52,6
965,133,Predator,3527,3527.0,2025-09-13 12:50:45,3
966,133,Village of the Damned,2553,2553.0,2025-10-25 00:33:04,1
967,133,Logan,168252,,2026-08-04 20:45:09,2
968,133,"English Patient, The",1183,1183.0,2025-10-25 13:10:10,6
969,133,Shallow Hal,4890,,2026-07-30 03:10:05,8
970,133,Love & Mercy,134881,134881.0,2025-11-30 21:02:28,9
971,133,Notting Hill,2671,2671.0,2025-10-24 10:33:47,2
972,133,Milk Money,276,276.0,2025-10-29 20:21:08,6
973,133,"City of Lost Children, The",29,29.0,2026-05-17 16:55:07,3
974,133,"Man in the Iron Mask, The",1801,,2026-04-17 21:23:08,1
975,133,"Star Is Born, A",3217,,2026-06-17 14:18:28,2
976,133,Sleeping Beauty,2096,,2026-06-19 07:18:45,10
977,133,Ninja Scroll,6857,6857.0,2025-10-24 02:35:31,1
978,133,Million Dollar Baby,30707,30707.0,2025-10-22 13:38:32,4
979,134,Enchanted,56152,,2025-09-10 06:09:08,9
980,134,"Life and Death of Peter Sellers, The",31162,,2026-09-05 03:47:41,10
981,134,Crimson Tide,161,,2026-03-14 07:23:25,10
982,134,I Know Who Killed Me,54274,,2026-08-20 06:49:22,8
983,134,"Clockwork Orange, A",1206,,2026-08-14 19:28:54,9
984,134,"Misfortunates, The",71867,,2025-11-02 18:28:23,10
985,135,Snake Eyes,2126,,2026-05-20 16:18:48,2
986,135,Casper,158,158.0,2026-03-17 05:25:53,7
987,135,"Rocketeer, The",2094,2094.0,2026-08-09 09:40:10,5
988,135,Bushwhacked,212,,2026-08-29 02:52:16,7
989,135,Mr. Nice Guy,1858,,2026-03-29 10:27:59,2
990,135,"Honey, I Shrunk the Kids",2054,2054.0,2026-07-18 19:23:19,5
991,136,Stardust,54259,54259.0,2025-09-24 21:11:09,1
992,136,Source Code,85414,85414.0,2026-08-25 07:13:12,4
993,136,"Lookout, The",52241,52241.0,2026-01-12 12:22:16,9
994,136,Taxi Driver,111,111.0,2025-11-14 22:49:27,1
995,137,Unforgiven,1266,1266.0,2025-10-23 09:57:02,4
996,137,"Name of the Rose, The",2467,2467.0,2025-12-29 02:43:17,3
997,137,Face/Off,1573,1573.0,2026-04-30 17:43:32,3
998,137,Sphere,1779,,2026-01-27 07:45:03,7
999,137,Pandorum,71135,,2025-10-03 02:08:33,5
1000,137,Stranger than Fiction,46976,46976.0,2026-05-12 04:48:44,4
1001,137,Casablanca,912,912.0,2026-06-13 12:51:28,8
1002,137,Air Force One,1608,1608.0,2026-02-16 23:00:18,7
1003,138,Like Water for Chocolate,265,265.0,2025-12-02 15:46:01,4
1004,138,Bedtime Stories,65088,65088.0,2026-03-21 22:36:44,1
1005,138,Tristram Shandy: A Cock and Bull Story,43460,43460.0,2025-11-15 17:01:34,8
1006,138,Kindergarten Cop,7004,,2026-06-08 18:27:31,8
1007,138,"Illusionist, The",47610,,2026-05-23 06:02:43,2
1008,138,"Good Morning, Vietnam",3448,3448.0,2025-11-12 06:24:15,8
1009,138,"Dark Knight Rises, The",91529,,2026-02-22 14:29:45,5
1010,138,Toy Story,1,1.0,2026-02-10 17:44:27,9
1011,138,Armageddon,1917,,2025-10-27 09:22:00,9
1012,138,Willy Wonka & the Chocolate Factory,1073,1073.0,2025-09-24 18:29:27,6
1013,138,Crocodile Dundee,2470,2470.0,2026-06-05 03:26:43,3
1014,138,"Nutty Professor, The",788,,2026-04-14 03:16:17,6
1015,138,Ocean's Eleven,4963,,2026-04-05 13:18:40,9
1016,138,Waking Ned Devine,2359,,2026-07-16 04:54:04,2
1017,139,"Pink Panther, The",6662,6662.0,2026-08-26 22:35:05,3
1018,139,"Breakfast Club, The",1968,1968.0,2026-07-28 15:04:58,6
1019,139,"Sound of Music, The",1035,1035.0,2026-02-14 09:34:30,6
1020,139,Cast Away,4022,4022.0,2026-05-27 11:39:42,1
1021,139,My Cousin Vinny,2302,,2026-07-11 23:09:36,10
1022,140,"Boot, Das",1233,,2026-02-16 03:23:21,9
1023,140,O,4745,4745.0,2025-11-22 05:46:09,6
1024,140,Memento,4226,4226.0,2026-07-29 06:24:53,4
1025,140,Jurassic Park,480,480.0,2025-11-26 00:10:26,5
1026,140,Sweet and Lowdown,3129,3129.0,2026-01-02 03:07:06,9
1027,140,Terminator Genisys,120799,120799.0,2025-09-25 02:46:56,8
1028,140,"Rock, The",733,,2026-03-20 20:29:12,7
1029,140,Midnight in Paris,86882,86882.0,2026-02-10 03:11:07,7
1030,140,Shoot 'Em Up,54999,,2025-10-09 10:31:02,9
1031,140,Harry Potter and the Goblet of Fire,40815,,2025-12-30 02:49:34,9
1032,140,U Turn,1627,1627.0,2026-05-12 01:17:25,4
1033,141,"Matrix Reloaded, The",6365,,2026-01-11 00:15:25,7
1034,142,Bambi,2018,,2026-08-05 23:09:00,4
1035,143,Saving Private Ryan,2028,,2026-01-21 19:34:11,3
1036,143,"Firm, The",454,,2025-10-18 05:35:06,10
1037,143,Pirates of the Caribbean: At World's End,53125,53125.0,2025-11-06 07:20:16,7
1038,143,This Boy's Life,6436,6436.0,2026-04-16 05:23:19,3
1039,144,Hector and the Search for Happiness,114678,114678.0,2025-12-30 20:43:14,3
1040,145,Out of Time,6862,6862.0,2026-02-06 16:22:41,6
1041,145,Lucy,111360,,2025-12-07 17:53:19,3
1042,145,"Fish Called Wanda, A",1079,,2026-05-19 22:19:21,10
1043,145,Formula 51,5678,5678.0,2026-02-11 17:55:54,7
1044,145,United 93,45210,,2025-09-23 15:48:48,9
1045,146,Scream,1407,,2026-05-24 04:15:26,7
1046,146,Déjà Vu,49278,49278.0,2026-05-19 15:04:55,3
1047,146,"Princess Bride, The",1197,1197.0,2026-01-25 00:20:45,8
1048,146,Caddyshack,3552,3552.0,2025-12-01 23:46:17,5
1049,146,"Wedding Singer, The",1777,,2025-10-08 10:01:13,1
1050,146,Rocky II,2409,2409.0,2025-12-06 08:18:51,5
1051,146,Meet the Fockers,30825,30825.0,2026-05-13 15:01:45,2
1052,147,"Ring, The",5679,5679.0,2025-09-30 11:36:36,2
1053,147,Dangerous Liaisons,2020,2020.0,2026-05-04 13:10:53,1
1054,147,Blue Crush,5524,5524.0,2026-05-06 08:54:27,7
1055,148,"Marriage of Maria Braun, The",31522,,2026-07-09 03:28:43,8
1056,148,My Best Friend's Wedding,1569,,2026-02-17 21:07:57,10
1057,148,Get Shorty,21,21.0,2026-08-10 18:02:05,10
1058,149,American Psycho,3535,,2026-06-26 04:57:03,9
1059,149,Whale Rider,6385,6385.0,2026-04-10 23:52:02,9
1060,149,"Girl, Interrupted",3186,3186.0,2026-03-11 01:42:41,7
1061,149,"Maltese Falcon, The",913,,2026-07-10 17:39:01,9
1062,149,Zoolander,4816,,2026-09-02 14:44:08,8
1063,149,Ex Machina,115713,115713.0,2026-02-22 18:39:49,7
1064,150,"Help, The",88810,88810.0,2025-12-11 05:26:51,4
1065,150,What's Eating Gilbert Grape,337,337.0,2026-05-19 20:09:39,3
1066,150,I Am Sam,5014,5014.0,2026-07-29 04:06:28,5
1067,150,Gone Girl,112556,,2026-06-03 18:10:56,10
1068,150,Hot Shots!,5541,5541.0,2026-05-27 03:44:30,6
1069,150,"Terminator, The",1240,,2026-03-12 21:24:40,2
1070,150,"Incredible Burt Wonderstone, The",101283,,2025-10-12 09:11:19,10
1071,150,Swordfish,4344,,2025-09-13 12:28:12,6
1072,150,GoldenEye,10,,2026-03-29 17:39:45,8
1073,150,"Matrix Reloaded, The",6365,6365.0,2025-10-08 22:39:25,9
1074,150,Captain Corelli's Mandolin,4727,,2025-10-29 20:53:44,4
1075,150,Ladyhawke,3479,,2026-04-01 18:21:15,3
1076,150,Watership Down,2138,,2025-11-11 18:55:36,10
1077,151,True Story,127136,127136.0,2025-11-03 07:39:00,1
1078,151,Dawn of the Dead,7387,7387.0,2026-04-14 08:28:10,2
1079,151,Song of the Thin Man,7835,,2026-08-31 23:01:39,9
1080,151,"Third Man, The",1212,,2025-12-05 16:22:17,9
1081,151,Despicable Me 3,172547,172547.0,2026-07-15 21:14:00,1
1082,151,Signs,5502,5502.0,2026-08-19 05:36:44,2
1083,152,Ice Age,5218,,2026-05-04 09:13:49,5
1084,152,Twisted,7321,7321.0,2026-05-12 23:38:15,1
1085,152,"Terminator, The",1240,1240.0,2026-06-17 22:03:57,2
1086,152,Notting Hill,2671,2671.0,2026-06-01 07:12:13,3
1087,152,Empire of the Sun,4103,4103.0,2025-12-30 14:08:53,2
1088,152,In & Out,1614,1614.0,2025-10-16 02:37:37,2
1089,152,Night at the Museum,46972,46972.0,2025-09-16 14:16:46,8
1090,152,Fist of Fury,4438,4438.0,2026-06-11 08:05:31,1
1091,153,"Star Is Born, A",3217,,2026-06-26 06:29:04,3
1092,153,Shakespeare in Love,2396,,2026-08-13 14:55:19,6
1093,153,L.A. Confidential,1617,1617.0,2026-08-11 16:49:33,1
1094,153,Minority Report,5445,,2026-01-18 11:23:51,8
1095,153,Them!,2287,,2026-06-09 00:15:52,10
1096,153,Hollywood Homicide,6484,,2026-09-05 11:41:16,10
1097,153,Captain Horatio Hornblower R.N.,3406,,2025-09-14 13:37:21,5
1098,153,"Waterboy, The",2335,,2026-01-13 00:33:13,6
1099,153,Hannibal,4148,4148.0,2025-10-02 18:24:57,4
1100,153,Class,2241,2241.0,2026-03-03 18:21:11,6
1101,153,All About Eve,926,926.0,2025-11-29 09:41:49,1
1102,154,Get Shorty,21,,2026-04-21 02:50:30,9
1103,154,Batman,592,,2025-09-27 11:23:00,5
1104,154,Silver Linings Playbook,97921,,2026-04-17 22:07:56,2
1105,154,"Lives of Others, The",44555,44555.0,2026-09-06 08:31:40,4
1106,154,Syriana,40583,40583.0,2026-07-22 09:11:34,1
1107,154,Brazil,1199,,2025-09-30 09:08:27,8
1108,154,To Kill a Mockingbird,1207,,2026-09-02 10:43:21,10
1109,154,Ivan's Childhood,32892,32892.0,2026-01-04 12:42:51,7
1110,154,"Three Burials of Melquiades Estrada, The",41863,41863.0,2026-04-29 04:42:53,5
1111,154,U.S. Marshals,1792,,2026-01-05 04:50:22,10
1112,154,Basic Instinct,1092,1092.0,2026-06-11 14:05:38,1
1113,154,Sleeping Beauty,2096,,2025-09-18 10:46:14,3
1114,154,"Postman, The",1726,,2026-01-29 18:07:10,9
1115,154,Punch-Drunk Love,5673,5673.0,2025-09-12 10:00:04,1
1116,155,My Cousin Vinny,2302,2302.0,2026-05-21 00:40:40,6
1117,155,"Thirteenth Floor, The",2672,2672.0,2026-05-31 09:39:59,7
1118,155,"Life of David Gale, The",6187,,2026-05-26 05:38:01,7
1119,156,Toy Story,1,1.0,2026-02-04 21:39:15,2
1120,156,"Hitchhiker's Guide to the Galaxy, The",33004,,2026-03-06 06:26:36,6
1121,156,Good Will Hunting,1704,,2025-11-09 11:01:42,10
1122,156,Dave,440,440.0,2026-02-18 15:56:27,3
1123,156,"Talented Mr. Ripley, The",3176,3176.0,2026-04-13 01:53:56,7
1124,156,101 Dalmatians,2085,2085.0,2026-05-24 10:54:18,3
1125,156,Death Race 2000,7991,,2026-01-31 02:49:10,8
1126,157,My Cousin Vinny,2302,2302.0,2026-03-28 10:27:22,1
1127,157,Close Encounters of the Third Kind,3471,,2025-09-28 20:13:47,10
1128,157,Harry Potter and the Prisoner of Azkaban,8368,8368.0,2025-11-20 03:51:35,2
1129,157,Predator,3527,3527.0,2026-06-22 01:12:58,1
1130,157,Dog Day Afternoon,3362,3362.0,2026-07-09 10:44:11,1
1131,157,Intouchables,92259,92259.0,2025-10-05 00:32:13,7
1649,220,Red Dragon,5630,,2026-03-24 15:29:26,10
1132,157,"Recruit, The",6059,6059.0,2025-09-25 16:06:04,7
1133,157,Sky Captain and the World of Tomorrow,8865,8865.0,2026-08-03 07:08:16,3
1134,157,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",3070,,2026-07-26 08:06:30,5
1135,157,Mississippi Burning,4326,,2025-10-27 08:11:31,9
1136,157,Working Girl,2245,2245.0,2025-09-12 19:00:30,5
1137,157,Millennium Actress,6713,,2026-01-19 14:39:18,9
1138,157,Bulletproof Monk,6294,,2026-09-01 23:45:23,8
1139,158,"American Carol, An",62586,,2026-04-27 15:45:46,9
1140,158,L.A. Confidential,1617,,2025-09-22 12:51:05,9
1141,158,"Natural, The",3098,,2026-02-13 03:09:51,3
1142,158,Adventureland,67734,67734.0,2025-10-07 14:39:03,3
1143,158,"Few Good Men, A",2268,,2026-02-22 12:18:48,9
1144,158,How to Train Your Dragon,76093,76093.0,2026-09-08 08:05:01,2
1145,158,"Day the Earth Stood Still, The",64497,,2025-11-02 06:40:18,9
1146,158,"Simpsons Movie, The",54272,54272.0,2026-08-03 02:21:44,4
1147,158,Nell,282,282.0,2026-03-02 12:13:29,2
1148,159,You've Got Mail,2424,,2025-09-10 03:59:29,10
1149,159,"Sound of Music, The",1035,,2026-02-09 07:56:24,6
1150,159,Shrek,4306,4306.0,2026-05-07 21:28:46,7
1151,159,Wild Wild West,2701,2701.0,2026-08-16 19:33:50,4
1152,159,"Big Lebowski, The",1732,1732.0,2026-05-10 03:38:44,2
1153,159,American Beauty,2858,2858.0,2025-12-12 03:11:25,2
1154,160,Bedazzled,3968,,2026-05-19 21:15:08,9
1155,160,Hotel Rwanda,30749,,2025-09-14 11:04:47,7
1156,160,"Last Starfighter, The",8633,8633.0,2026-07-12 18:49:23,3
1157,160,Short Circuit,4545,,2026-04-09 16:47:51,7
1158,160,Titanic,1721,,2026-02-01 14:07:17,6
1159,160,Ip Man 2,79553,,2026-08-22 13:17:07,7
1160,160,You've Got Mail,2424,,2026-01-09 20:16:54,10
1161,160,Meet the Parents,3948,,2026-01-20 07:33:03,6
1162,160,Grease,1380,1380.0,2025-11-15 15:29:09,6
1163,161,Evita,1416,,2026-06-20 15:56:47,8
1164,161,"Dark Knight, The",58559,,2026-01-18 19:24:51,10
1165,161,Independence Day,780,780.0,2026-04-16 19:20:00,1
1166,161,Executive Decision,494,,2025-11-14 09:05:37,3
1167,161,Bob le Flambeur,5333,5333.0,2026-05-06 13:40:06,1
1168,161,Tokyo Decadence,6070,,2026-03-27 08:50:59,3
1169,161,Shallow Hal,4890,4890.0,2025-09-18 14:32:54,1
1170,161,Jesus Camp,47999,,2025-12-02 10:24:55,5
1171,162,Ice Age,5218,5218.0,2026-01-31 16:28:04,7
1172,162,Star Wars: Episode II - Attack of the Clones,5378,5378.0,2026-03-16 09:12:07,4
1173,162,The Jungle Book,137857,137857.0,2026-01-08 14:35:41,8
1174,162,X2: X-Men United,6333,6333.0,2026-04-10 18:02:50,1
1175,162,Broken Arrow,95,95.0,2026-06-26 08:36:33,6
1176,162,Yes Man,64969,,2026-05-21 23:56:35,3
1177,162,Silkwood,4809,4809.0,2026-01-06 05:20:56,2
1178,162,First Blood,2403,2403.0,2026-04-13 13:46:22,8
1179,162,Greenberg,74916,,2025-11-22 19:18:26,8
1180,162,Ace Ventura: Pet Detective,344,344.0,2026-08-04 13:44:03,8
1181,162,Best in Show,3911,3911.0,2026-09-07 17:59:08,6
1182,162,Pixel Perfect,182731,182731.0,2025-10-11 17:38:49,10
1183,162,Arlington Road,2707,,2026-05-24 20:32:46,1
1184,163,"X-Files: Fight the Future, The",1909,1909.0,2026-05-12 17:32:49,3
1185,163,Leaving Las Vegas,25,25.0,2025-10-20 09:42:59,5
1186,163,"City of Lost Children, The",29,,2026-02-26 15:27:01,8
1187,163,"Village, The",8783,,2025-11-12 04:48:12,7
1188,163,Dirty Rotten Scoundrels,4499,,2025-11-19 03:15:43,3
1189,163,My Cousin Vinny,2302,,2026-08-20 04:48:04,10
1190,163,Star Wars: Episode IV - A New Hope,260,260.0,2026-07-01 04:00:43,3
1191,163,Terminator 3: Rise of the Machines,6537,6537.0,2026-04-09 06:21:10,9
1192,163,Born in East L.A.,4089,,2026-01-08 18:51:22,8
1193,163,"Breakfast Club, The",1968,,2026-02-17 23:50:33,5
1194,163,Inspector Gadget,2720,,2026-03-31 00:15:45,5
1195,164,"Bank Job, The",58295,,2025-09-20 16:55:30,10
1196,164,"O Brother, Where Art Thou?",4027,4027.0,2026-08-13 13:11:34,2
1197,164,Forgetting Sarah Marshall,58998,,2026-02-16 05:52:50,8
1198,164,Pretty Woman,597,597.0,2025-12-13 11:02:20,5
1199,165,Better Luck Tomorrow,6288,6288.0,2026-07-18 15:34:36,9
1200,165,Mission: Impossible II,3623,3623.0,2026-02-05 17:28:37,1
1201,165,Sweet November,4155,,2026-08-16 07:10:31,8
1202,165,Star Wars: Episode I - The Phantom Menace,2628,2628.0,2025-11-12 02:45:44,1
1203,165,Fargo,608,,2026-09-02 16:04:33,4
1204,165,"Usual Suspects, The",50,,2026-02-24 15:40:18,8
1205,165,The Amazing Spider-Man 2,110553,110553.0,2025-12-03 10:13:17,3
1206,165,Captain Phillips,105504,105504.0,2026-03-16 15:25:08,2
1207,165,Duck Soup,1256,1256.0,2026-01-05 16:34:45,4
1208,165,Eternal Sunshine of the Spotless Mind,7361,,2026-07-02 13:09:28,8
1209,165,Finding Nemo,6377,6377.0,2026-06-14 20:17:51,8
1210,166,"Mummy Returns, The",4270,4270.0,2026-01-09 12:30:23,4
1211,167,The Scorpion King,5313,,2026-05-20 17:02:55,7
1212,167,X-Men: Apocalypse,122924,122924.0,2026-06-13 05:06:05,8
1213,167,Thirteen,7285,,2025-10-12 04:25:56,8
1214,167,"Fugitive, The",457,457.0,2026-05-18 04:18:19,3
1215,167,Avatar,72998,,2026-01-23 05:51:06,7
1216,167,"Perks of Being a Wallflower, The",96821,96821.0,2026-06-14 01:39:02,5
1217,167,"Game, The",1625,,2026-06-25 02:50:08,7
1218,167,Indiana Jones and the Temple of Doom,2115,2115.0,2026-03-22 05:04:50,1
1219,167,"Amazing Spider-Man, The",95510,95510.0,2025-10-16 00:15:21,3
1220,167,"Hitchhiker's Guide to the Galaxy, The",33004,33004.0,2026-07-24 11:52:46,7
1221,167,Dirty Dancing,1088,1088.0,2026-08-14 05:22:38,4
1222,167,Wreck-It Ralph,97913,97913.0,2025-10-01 19:25:11,4
1223,167,"Circus, The",3306,,2026-04-04 22:44:46,5
1224,167,Fury,115210,115210.0,2025-09-28 22:46:29,8
1225,168,"Dukes of Hazzard, The",34520,34520.0,2025-12-23 06:55:51,8
1226,168,To Die For,45,,2025-09-09 21:06:29,10
1227,168,Wild Things,1805,1805.0,2026-06-07 08:59:08,4
1228,168,Memoirs of a Geisha,41571,41571.0,2026-05-03 08:56:16,2
1229,168,Iron Man,59315,59315.0,2026-01-13 07:29:40,8
1230,168,For Love of the Game,2861,,2026-08-16 23:37:29,7
1231,168,Final Fantasy: The Spirits Within,4446,4446.0,2025-09-29 16:27:37,5
1232,169,Trading Places,3039,,2025-11-10 16:44:59,8
1233,169,Dead Poets Society,1246,1246.0,2025-10-30 05:01:52,7
1234,169,Austin Powers: The Spy Who Shagged Me,2683,,2025-09-10 13:09:40,10
1235,169,Waterworld,208,,2026-09-06 21:02:44,8
1236,169,Eraser,786,,2026-04-12 23:34:22,9
1237,169,Mr. Deeds,5449,,2026-03-08 21:39:14,8
1238,169,"Island of Dr. Moreau, The",880,,2026-05-07 19:53:24,7
1239,169,The Neon Demon,155064,,2026-08-28 10:09:24,9
